timestamp,open,high,low,close,volume,macd,macd_signal,macd_hist,rsi,boll_mid,boll_upper,boll_lower,ema20,ema50,ema200
2025-03-23 05:00:00,84064.9,84091.6,84064.9,84086.2,93.956,-10.313630337885115,-5.28194596248304,-5.031684375402075,50.94405028034863,84091.75,84194.80484487768,83988.69515512232,84078.91167226722,84066.91927386378,84069.0220926024
2025-03-23 05:05:00,84086.3,84096.9,84086.2,84096.9,52.221,-7.395552077374305,-5.704667185461294,-1.6908848919130106,52.50831009810341,84089.91500000001,84191.12264013247,83988.70735986755,84080.62484633985,84068.09535241945,84069.29948471581
2025-03-23 05:10:00,84096.9,84106.3,84068.7,84068.7,91.14,-7.274600939577795,-6.018653936284595,-1.2559470032931994,48.15050261582502,84087.07,84187.2476968566,83986.89230314341,84079.48914668673,84068.11907113864,84069.29351969378
2025-03-23 05:15:00,84068.7,84094.5,84068.7,84094.5,69.418,-5.038817847365863,-5.822686718500849,0.7838688711349864,52.069769161656126,84084.945,84182.4300590448,83987.45994095522,84080.91875176613,84069.15391286906,84069.5443304431
2025-03-23 05:20:00,84094.4,84094.5,84052.4,84070.8,98.412,-5.120311557358946,-5.682211686272469,0.561900128913523,48.44700155134221,84080.72,84172.52539142585,83988.91460857415,84079.95506112056,84069.2184830206,84069.55682466754
2025-03-23 05:25:00,84070.7,84086.9,84070.7,84082.9,85.102,-4.160566727005062,-5.377882694418988,1.217315967413926,50.34644715378862,84076.325,84157.80876331714,83994.84123668286,84080.23553149034,84069.75515456185,84069.6895925813
2025-03-23 05:30:00,84082.9,84128.2,84082.8,84124.1,99.373,-0.07460670990985818,-4.317227497517162,4.242620787607303,56.256399585343786,84074.525,84149.5513357278,83999.49866427219,84084.41309992403,84071.88686484256,84070.23098967005
2025-03-23 05:35:00,84124.0,84144.4,84121.5,84144.0,83.609,4.714958453245345,-2.51079030736466,7.225748760610005,58.80675222174556,84071.97,84131.60997599723,84012.33002400277,84090.08804279358,84074.71551921152,84070.96500967334
2025-03-23 05:40:00,84144.0,84150.2,84140.0,84144.6,71.63,8.4615982894029,-0.31631258801114737,8.777910877414048,58.88458691601798,84075.14,84143.01658770155,84007.26341229845,84095.27965776989,84077.45672793503,84071.69769614426
2025-03-23 05:45:00,84144.5,84200.0,84140.3,84200.0,185.016,15.719944221680635,2.89093877392721,12.829005447753424,65.38769420902047,84083.8,84167.95236807574,83999.64763192426,84105.253023704,84082.26342610655,84072.97433598363
2025-03-23 05:50:00,84199.9,84200.0,84164.4,84168.0,212.379,18.674831473079394,6.047717313757648,12.627114159321746,59.53060971693478,84089.785,84180.10686364752,83999.46313635248,84111.22892621241,84085.62637043788,84073.91986497882
2025-03-23 05:55:00,84168.1,84190.0,84167.8,84182.8,68.36,21.95772217087506,9.229718285181132,12.728003885693926,61.25904151663715,84095.79000000001,84194.14240397957,83997.43759602045,84118.04521895826,84089.43789130522,84075.00324940689
2025-03-23 06:00:00,84182.8,84183.9,84170.0,84170.0,81.363,23.25847452603921,12.03546953335275,11.223004992686459,58.915419866845646,84100.61,84203.71725943167,83997.50274056834,84122.9932933459,84092.59781918392,84075.94849070633
2025-03-23 06:05:00,84170.0,84170.1,84151.1,84167.9,83.56,23.84500729557476,14.397377085797153,9.447630209777607,58.51985785696967,84106.06000000001,84211.38348965846,84000.73651034157,84127.2701225532,84095.55141120208,84076.86343109731
2025-03-23 06:10:00,84168.0,84168.0,84154.7,84159.7,51.291,23.378672524238937,16.19363617348551,7.185036350753428,56.91300411311071,84110.23000000001,84217.18374504476,84003.27625495526,84130.35868231142,84098.06750483175,84077.68767556401
